block	ks	kn	org_chr1	start1	stop1	gene1	org_chr2	start2	stop2	gene2
#5f	NA	NA	a6807_10	15070129	15072204	Sb10g011000	b8082_6	120424033	120428247	GRMZM2G324221
#5f	66.5999	0.8747	a6807_10	15469752	15471451	Sb10g011095	b8082_6	120700961	120680663	GRMZM2G107116
#5f	18.5579	1.2736	a6807_10	15678710	15663128	Sb10g011110	b8082_6	120921616	120917514	GRMZM2G101874
#5f	1.3182	0.0802	a6807_10	16768492	16769666	Sb10g011510	b8082_6	120952223	120953324	GRMZM2G104109
#5f	0.1523	0.0392	a6807_10	17445069	17448804	Sb10g011810	b8082_6	121040019	121036399	GRMZM2G105598
#5f	0.1325	0.0152	a6807_10	17941275	17944291	Sb10g012120	b8082_6	121067276	121070054	GRMZM2G164669
#5f	0.1847	0.0649	a6807_10	18043475	18043272	Sb10g012180	b8082_6	121116740	121116543	GRMZM2G420883
#6f	67.4287	0.8720	a6807_10	4264101	4259594	Sb10g004800	b8082_6	122386386	122389009	GRMZM2G028731
#6f	0.1760	0.0155	a6807_10	4334741	4339200	Sb10g004900	b8082_6	122684606	122691785	GRMZM2G161102
#6f	0.1541	0.0252	a6807_10	4340937	4342996	Sb10g004910	b8082_6	122721810	122723885	GRMZM2G071162
#6f	0.6330	0.0766	a6807_10	4409391	4410128	Sb10g004930	b8082_6	122803640	122804371	GRMZM2G071100
#6f	0.9061	0.0816	a6807_10	4445322	4454872	Sb10g004960	b8082_6	122867362	122870497	GRMZM2G127147
#6f	56.2019	1.4725	a6807_10	4507303	4511503	Sb10g005010	b8082_6	122937298	122947784	GRMZM2G084183
#6f	3.0966	0.6965	a6807_10	4529305	4538558	Sb10g005050	b8082_6	123267241	123042949	AC234171
#6f	0.0976	0.0202	a6807_10	4543138	4540710	Sb10g005060	b8082_6	123130390	123128800	AC234171
#6f	0.2741	0.0107	a6807_10	4592195	4593742	Sb10g005110	b8082_6	123304062	123306575	GRMZM2G401139
#6f	10.0389	0.3860	a6807_10	4639425	4641190	Sb10g005180	b8082_6	123406136	123407014	GRMZM2G426175
#6f	NA	NA	a6807_10	4673642	4673145	sorghum_10_4673145_4673642	b8082_6	123451981	123452972	GRMZM2G166659
#6f	NA	NA	a6807_10	4697290	4701753	Sb10g005250	b8082_6	123586868	123591226	GRMZM2G148200
#6f	0.2087	0.0440	a6807_10	4706124	4703039	Sb10g005260	b8082_6	123596643	123594356	GRMZM2G148167
#6f	0.3938	0.0936	a6807_10	4747463	4748257	Sb10g005330	b8082_6	123621150	123621881	GRMZM2G302664
#7f	0.4028	0.0336	a6807_10	1738034	1739843	Sb10g002080	b8082_6	64140410	64142161	GRMZM2G021439
#7f	0.8976	0.0776	a6807_10	1761828	1765383	Sb10g002090	b8082_6	64175052	64176664	GRMZM2G136571
#7f	0.2622	0.0315	a6807_10	1769189	1770181	Sb10g002100	b8082_6	64366719	64367693	GRMZM2G161673
#7f	43.3132	1.6182	a6807_10	1781584	1782024	Sb10g002105	b8082_6	64386818	64386546	GRMZM2G466498
#7f	0.4872	0.0932	a6807_10	1787208	1788569	Sb10g002110	b8082_6	64795945	64797333	GRMZM2G156422
#7f	NA	NA	a6807_10	1806961	1810267	Sb10g002120	b8082_6	64902699	64904783	GRMZM2G091490
#7f	67.6835	0.4812	a6807_10	1821886	1820153	Sb10g002130	b8082_6	64983932	64982579	GRMZM2G478892
#7f	NA	NA	a6807_10	1871759	1869290	Sb10g002200	b8082_6	65773454	65771124	GRMZM2G124061
#8f	NA	NA	a6807_10	19320482	19316115	Sb10g012730	b8082_6	121252910	121249107	GRMZM2G089562
#8f	0.2212	0.0190	a6807_10	19910978	19907895	Sb10g012990	b8082_6	121351305	121348221	GRMZM2G158515
#8f	0.9539	0.5868	a6807_10	20416917	20417360	Sb10g013050	b8082_6	121435231	121434596	GRMZM2G136708
#8f	7.1863	1.2108	a6807_10	20433640	20421824	Sb10g013060	b8082_6	121648403	121639758	GRMZM2G125054
#8f	0.2038	0.0668	a6807_10	20515882	20517636	Sb10g013070	b8082_6	121679496	121680574	GRMZM2G117057
#8f	0.1994	0.0974	a6807_10	22330763	22324045	Sb10g013950	b8082_6	121829445	121839888	GRMZM2G341027
#8f	65.8096	0.8518	a6807_10	22895539	22897608	Sb10g014200	b8082_6	122386386	122389009	GRMZM2G028731
#8f	0.1207	0.0253	a6807_10	23908588	23902641	Sb10g014640	b8082_6	122403669	122394679	GRMZM2G324462
#9f	0.2004	0.0771	a6807_10	56256657	56250690	Sb10g026810	b8082_6	91881166	91866907	GRMZM2G385182
#9f	0.1523	0.0063	a6807_10	56263692	56260432	Sb10g026830	b8082_6	91885624	91882602	GRMZM2G087598
#9f	0.1373	0.0166	a6807_10	56268420	56265985	Sb10g026840	b8082_6	91891504	91888937	GRMZM2G087850
#9f	0.1980	0.0578	a6807_10	56290878	56289102	Sb10g026880	b8082_6	91989211	91983882	GRMZM2G057408
#9f	0.1896	0.0445	a6807_10	56313844	56323762	Sb10g026910	b8082_6	92069867	92080143	GRMZM2G061821
#9f	NA	NA	a6807_10	56326671	56324589	Sb10g026920	b8082_6	92097159	92099508	GRMZM2G047969
#9f	0.1776	0.0656	a6807_10	56338062	56341468	Sb10g026930	b8082_6	92116860	92124600	GRMZM2G100709
#10f	0.4744	0.0630	a6807_10	9754275	9750819	Sb10g009120	b8082_6	118291278	118288329	GRMZM2G059634
#10f	3.8036	0.4506	a6807_10	9776527	9773234	Sb10g009150	b8082_6	118306206	118295454	GRMZM2G164308
#10f	69.9298	1.2922	a6807_10	9880666	9881665	Sb10g009200	b8082_6	118407321	118414663	GRMZM2G387890
#10f	NA	NA	a6807_10	9892532	9900185	Sb10g009210	b8082_6	118443077	118455587	GRMZM2G467799
#10f	90.6656	0.2363	a6807_10	9936876	9937388	Sb10g009220	b8082_6	118550220	118550705	GRMZM2G476323
#10f	0.1179	0.0493	a6807_10	9970425	9965461	Sb10g009240	b8082_6	118654395	118643937	GRMZM2G054468
#10f	0.1496	0.0340	a6807_10	10040038	10043835	Sb10g009250	b8082_6	118738499	118742170	GRMZM2G174315
#11f	NA	NA	a6807_10	1533370	1537694	Sb10g001840	b8082_6	92585970	92581496	GRMZM2G134062
#11f	0.6757	0.1406	a6807_10	1570539	1567225	Sb10g001880	b8082_6	92663143	92658590	GRMZM2G124972
#11f	66.1901	1.1214	a6807_10	1578592	1580852	Sb10g001900	b8082_6	92663432	92664077	GRMZM2G124983
#11f	NA	NA	a6807_10	1611966	1616671	Sb10g001960	b8082_6	93261833	93266973	GRMZM2G164352
#11f	0.9210	0.0165	a6807_10	1671062	1671766	Sb10g002010	b8082_6	93432265	93432703	GRMZM2G397044
#11f	0.7555	0.0008	a6807_10	1685649	1685135	Sb10g002040	b8082_6	93680447	93679940	GRMZM2G171387
#12f	0.1809	0.0726	a6807_10	4906534	4911456	Sb10g005460	b8082_6	50460364	50463901	GRMZM2G145360
#12f	0.3238	0.0683	a6807_10	4959442	4960091	Sb10g005520	b8082_6	51875095	51874449	GRMZM2G135452
#12f	0.1507	0.0062	a6807_10	4991165	4981734	Sb10g005550	b8082_6	52402800	52405861	GRMZM2G353905
#12f	0.1427	0.0161	a6807_10	5014173	5020233	Sb10g005570	b8082_6	52968782	52975591	GRMZM2G017845
#12f	66.7435	0.9175	a6807_10	5046832	5042434	Sb10g005590	b8082_6	53121700	53125500	GRMZM2G059653
#12f	63.0518	0.6933	a6807_10	5255082	5253769	Sb10g005780	b8082_6	55111527	55112954	GRMZM2G124815
#13f	0.3551	0.0258	a6807_10	13462202	13464313	Sb10g010530	b8082_6	119434267	119436378	GRMZM2G159953
#13f	100.5197	0.9476	a6807_10	13816660	13818195	Sb10g010660	b8082_6	120058088	120059539	GRMZM2G383404
#13f	59.6299	0.5972	a6807_10	14092606	14088825	Sb10g010780	b8082_6	120312487	120315351	GRMZM2G313761
#13f	NA	NA	a6807_10	14410884	14416336	Sb10g010850	b8082_6	120541550	120547125	GRMZM2G005195
#13f	0.4972	0.1533	a6807_10	15197006	15192696	Sb10g011030	b8082_6	120724439	120727017	GRMZM2G353729
#13f	26.4823	0.5665	a6807_10	15678710	15663128	Sb10g011110	b8082_6	120886745	120888246	GRMZM2G174129
#1r	0.5321	0.0919	a6807_10	52545780	52546115	Sb10g023790	b8082_6	100268920	100268522	GRMZM2G162503
#1r	0.2274	0.0314	a6807_10	52611644	52614065	Sb10g023880	b8082_6	100140216	100138188	GRMZM2G071582
#1r	0.3214	0.1218	a6807_10	52631419	52626439	Sb10g023905	b8082_6	100079969	100084693	AC194363
#1r	NA	NA	a6807_10	52806675	52809856	Sb10g023980	b8082_6	99936041	99945424	GRMZM2G112337
#1r	0.7240	0.0351	a6807_10	52831381	52832851	Sb10g024020	b8082_6	99322051	99320646	GRMZM2G153666
#1r	0.7959	0.0719	a6807_10	52878595	52881407	Sb10g024040	b8082_6	99009599	99008976	GRMZM2G061545
#1r	52.9532	6.6594	a6807_10	52900521	52901057	Sb10g024050	b8082_6	98968424	98968690	GRMZM2G307404
#1r	0.1876	0.0565	a6807_10	52947098	52941114	Sb10g024110	b8082_6	98817030	98822416	GRMZM2G074438
#1r	1.8507	0.9070	a6807_10	53092254	53101237	Sb10g024180	b8082_6	98616964	98614719	GRMZM2G401835
#1r	NA	NA	a6807_10	53183148	53190070	Sb10g024210	b8082_6	98561625	98552040	GRMZM2G026962
#1r	0.1760	0.0737	a6807_10	53317724	53321078	Sb10g024320	b8082_6	98550052	98547083	GRMZM2G026802
#1r	NA	NA	a6807_10	53325209	53322437	Sb10g024330	b8082_6	98505459	98507784	GRMZM2G110402
#1r	NA	NA	a6807_10	53344524	53341240	Sb10g024340	b8082_6	98484919	98487120	GRMZM2G144362
#1r	0.4574	0.1541	a6807_10	53394200	53393628	Sb10g024370	b8082_6	98449434	98450003	GRMZM2G082118
#1r	0.1135	0.0351	a6807_10	53441499	53446873	Sb10g024400	b8082_6	98282989	98278224	GRMZM2G180654
#1r	0.1146	0.0296	a6807_10	53523509	53520449	Sb10g024450	b8082_6	98264077	98267021	GRMZM2G180639
#1r	0.4315	0.0703	a6807_10	53649002	53652573	Sb10g024550	b8082_6	98221265	98218936	GRMZM2G073223
#1r	0.4965	0.1398	a6807_10	53693542	53694234	Sb10g024580	b8082_6	98208359	98207706	GRMZM2G073303
#1r	0.1658	0.0232	a6807_10	53738911	53728183	Sb10g024620	b8082_6	98192404	98204966	GRMZM2G073312
#1r	0.1933	0.0339	a6807_10	53767107	53762958	Sb10g024660	b8082_6	98133988	98138140	GRMZM2G146760
#1r	0.4761	0.0438	a6807_10	53827521	53824832	Sb10g024670	b8082_6	98111797	98109166	GRMZM2G127154
#1r	0.3518	0.0549	a6807_10	53847810	53847998	Sb10g024690	b8082_6	98070623	98070838	GRMZM2G443439
#1r	1.3099	0.3611	a6807_10	53903409	53903777	Sb10g024740	b8082_6	97991479	97991105	GRMZM2G096403
#1r	NA	NA	a6807_10	53977063	53974651	Sb10g024820	b8082_6	97825709	97829093	GRMZM2G162605
#1r	NA	NA	a6807_10	53986935	53981200	Sb10g024830	b8082_6	97804538	97815181	GRMZM2G162531
#1r	0.3604	0.0819	a6807_10	54009866	54007846	Sb10g024860	b8082_6	97578895	97576790	GRMZM2G322892
#1r	0.3114	0.1124	a6807_10	54055490	54056414	Sb10g024880	b8082_6	97575475	97574342	GRMZM2G322888
#1r	0.5381	0.0831	a6807_10	54074703	54070920	Sb10g024910	b8082_6	97534622	97538073	GRMZM2G018105
#1r	0.3756	0.0998	a6807_10	54081883	54082248	Sb10g024920	b8082_6	97534001	97533633	GRMZM2G322866
#1r	0.8774	0.0790	a6807_10	54137417	54136476	Sb10g024950	b8082_6	97513909	97514835	GRMZM2G078820
#1r	0.1418	0.0210	a6807_10	54241371	54238231	Sb10g025050	b8082_6	97458442	97451413	GRMZM2G051792
#1r	0.1758	0.0609	a6807_10	54261871	54264510	Sb10g025060	b8082_6	97428379	97424970	GRMZM2G123482
#1r	5.2551	0.3240	a6807_10	54298726	54300992	Sb10g025110	b8082_6	97423247	97421244	GRMZM2G123446
#1r	0.3456	0.0757	a6807_10	54374858	54371912	Sb10g025190	b8082_6	97315005	97312960	GRMZM2G131106
#1r	18.1688	0.4651	a6807_10	54377776	54378390	Sb10g025200	b8082_6	97276514	97276039	GRMZM2G701024
#1r	65.3072	0.6239	a6807_10	54402763	54403692	Sb10g025210	b8082_6	97123447	97122956	GRMZM2G169376
#1r	0.1553	0.0526	a6807_10	54425480	54422714	Sb10g025220	b8082_6	97117982	97120715	GRMZM2G169333
#1r	42.6175	5.0416	a6807_10	54429734	54426718	Sb10g025230	b8082_6	97114099	97116698	GRMZM2G169321
#1r	0.1052	0.0144	a6807_10	54443672	54434245	Sb10g025240	b8082_6	97105325	97109981	GRMZM2G471083
#1r	0.1292	0.0207	a6807_10	54503659	54506652	Sb10g025260	b8082_6	97095722	97092729	GRMZM2G169184
#1r	0.1083	0.0222	a6807_10	54582917	54589355	Sb10g025310	b8082_6	97075094	97069015	GRMZM2G024437
#1r	0.1755	0.0046	a6807_10	54630947	54642123	Sb10g025350	b8082_6	96881186	96873321	GRMZM2G158627
#1r	0.6196	0.0805	a6807_10	54646396	54645728	Sb10g025360	b8082_6	96871911	96872516	GRMZM2G459052
#1r	0.2763	0.0640	a6807_10	54662871	54660257	Sb10g025380	b8082_6	96867712	96870243	GRMZM2G158668
#1r	0.1412	0.0218	a6807_10	54687700	54684607	Sb10g025400	b8082_6	96862183	96865543	GRMZM2G442804
#1r	9.9445	0.9118	a6807_10	54721073	54726089	Sb10g025430	b8082_6	96784162	96781351	GRMZM2G171210
#1r	0.3857	0.0789	a6807_10	54749278	54744241	Sb10g025450	b8082_6	96736145	96742862	GRMZM2G134863
#1r	NA	NA	a6807_10	54854002	54846702	Sb10g025520	b8082_6	96519666	96614318	AC209050
#1r	0.1673	0.0418	a6807_10	55027225	55029915	Sb10g025630	b8082_6	96107687	96104727	GRMZM2G171328
#1r	0.1940	0.0663	a6807_10	55048772	55046077	Sb10g025650	b8082_6	96097876	96101332	GRMZM2G171317
#1r	0.1938	0.0462	a6807_10	55061070	55062882	Sb10g025670	b8082_6	95998459	96000136	GRMZM2G014119
#1r	0.3401	0.0534	a6807_10	55068714	55066812	Sb10g025680	b8082_6	95876569	95878287	GRMZM2G049730
#1r	0.1673	0.0125	a6807_10	55105899	55102169	Sb10g025720	b8082_6	95796375	95793292	GRMZM2G170326
#1r	NA	NA	a6807_10	55136864	55133646	Sb10g025800	b8082_6	95747581	95744769	GRMZM2G019812
#1r	0.2240	0.0133	a6807_10	55311579	55310548	Sb10g025990	b8082_6	95639479	95640513	GRMZM2G089857
#1r	1.0745	0.0057	a6807_10	55330787	55330471	Sb10g026000	b8082_6	95635349	95635664	GRMZM2G089491
#1r	0.1590	0.0744	a6807_10	55339921	55332975	Sb10g026010	b8082_6	95622087	95632046	GRMZM2G388987
#1r	1.5590	0.2301	a6807_10	55468939	55472400	Sb10g026120	b8082_6	95505348	95504762	GRMZM2G177095
#1r	0.4184	0.0968	a6807_10	55488408	55487542	Sb10g026140	b8082_6	95500606	95501433	GRMZM2G177142
#1r	NA	NA	a6807_10	55532525	55534885	Sb10g026180	b8082_6	95499032	95496672	GRMZM2G177169
#1r	1.3803	0.1684	a6807_10	55599173	55601930	Sb10g026200	b8082_6	95250373	95247727	GRMZM2G101499
#1r	NA	NA	a6807_10	55618945	55617967	Sb10g026210	b8082_6	95029863	95169956	AC213050
#1r	0.2836	0.0530	a6807_10	55642372	55644361	Sb10g026240	b8082_6	95022288	95020354	GRMZM2G414826
#1r	0.5003	0.1028	a6807_10	55668657	55668154	Sb10g026290	b8082_6	94954201	94953746	GRMZM2G372892
#1r	NA	NA	a6807_10	55771510	55773195	Sb10g026330	b8082_6	94905299	94903935	GRMZM2G103216
#1r	0.4640	0.0728	a6807_10	55795708	55796421	Sb10g026350	b8082_6	94849662	94849057	GRMZM2G354319
#1r	87.1063	1.1042	a6807_10	55811877	55812866	Sb10g026360	b8082_6	94698925	94697012	GRMZM2G473250
#1r	24.9265	0.9952	a6807_10	55831451	55833478	Sb10g026370	b8082_6	94692812	94689268	GRMZM2G473162
#1r	0.1293	0.0965	a6807_10	55836272	55835606	Sb10g026390	b8082_6	94687683	94688693	GRMZM2G172413
#1r	NA	NA	a6807_10	55858678	55854204	Sb10g026430	b8082_6	94609507	94614369	GRMZM2G061465
#1r	70.9134	1.0581	a6807_10	55921406	55918568	Sb10g026510	b8082_6	94569097	94565284	GRMZM2G417594
#1r	NA	NA	a6807_10	55976809	55979938	Sb10g026560	b8082_6	94072270	94062773	GRMZM2G058900
#1r	0.2953	0.0297	a6807_10	56004474	56003042	Sb10g026580	b8082_6	94017676	94019155	GRMZM2G360081
#1r	0.2908	0.0426	a6807_10	56038744	56040854	Sb10g026610	b8082_6	93965537	93963292	GRMZM2G446218
#1r	NA	NA	a6807_10	56103503	56104261	Sb10g026640	b8082_6	93821109	93820387	GRMZM2G420715
#1r	0.2156	0.0396	a6807_10	56155673	56156440	Sb10g026680	b8082_6	93731446	93730679	GRMZM2G161680
#1r	0.4304	0.1255	a6807_10	56157782	56159207	Sb10g026690	b8082_6	93729218	93727764	GRMZM2G161666
#1r	0.2567	0.1537	a6807_10	56209315	56208072	Sb10g026770	b8082_6	92225687	92224368	GRMZM2G103251
#1r	NA	NA	a6807_10	56326671	56324589	Sb10g026920	b8082_6	92097159	92099508	GRMZM2G047969
#1r	0.1633	0.0348	a6807_10	56345729	56350856	Sb10g026940	b8082_6	91290020	91283046	GRMZM2G146190
#1r	0.3102	0.0431	a6807_10	56364292	56371277	Sb10g026960	b8082_6	91280426	91274232	GRMZM2G146140
#1r	0.3237	0.0401	a6807_10	56376426	56376007	Sb10g026970	b8082_6	91215037	91214633	GRMZM2G462760
#1r	NA	NA	a6807_10	56697861	56699909	Sb10g027080	b8082_6	90547507	90543148	GRMZM2G128485
#1r	0.6890	0.0889	a6807_10	56730693	56729362	Sb10g027090	b8082_6	90537789	90538970	GRMZM2G128560
#1r	NA	NA	a6807_10	56793054	56788701	Sb10g027110	b8082_6	90528135	90531732	GRMZM2G428518
#1r	0.0947	0.0453	a6807_10	56899029	56902622	Sb10g027180	b8082_6	90338052	90334506	GRMZM2G100858
#1r	0.3045	0.0486	a6807_10	56904267	56903887	Sb10g027190	b8082_6	90333405	90333767	GRMZM2G100819
#1r	0.1612	0.0343	a6807_10	56929286	56924176	Sb10g027220	b8082_6	90221273	90218420	GRMZM2G089640
#1r	0.3847	0.0648	a6807_10	56952356	56953535	Sb10g027230	b8082_6	90197424	90196153	GRMZM2G022706
#1r	0.1520	0.0388	a6807_10	56990932	56977214	Sb10g027260	b8082_6	90043525	90058505	GRMZM2G362726
#1r	NA	NA	a6807_10	57031999	57030389	Sb10g027280	b8082_6	89828313	89830002	GRMZM2G343068
#1r	0.1728	0.0767	a6807_10	57046703	57042363	Sb10g027310	b8082_6	89627839	89631254	GRMZM2G136311
#1r	0.1557	0.0352	a6807_10	57047925	57053693	Sb10g027320	b8082_6	89451908	89447808	AC217123
#1r	0.5392	0.0079	a6807_10	57077204	57077617	Sb10g027330	b8082_6	89434564	89434151	GRMZM2G016250
#1r	0.7627	0.1948	a6807_10	57251738	57252715	Sb10g027450	b8082_6	89200353	89195341	GRMZM2G094074
#1r	3.1417	1.4485	a6807_10	57300929	57302112	Sb10g027500	b8082_6	88769370	88768152	GRMZM2G155015
#1r	0.2685	0.0398	a6807_10	57320517	57316974	Sb10g027510	b8082_6	88695308	88691070	GRMZM2G082322
#1r	NA	NA	a6807_10	57327708	57323948	Sb10g027520	b8082_6	88563315	88573769	GRMZM2G044398
#1r	0.2394	0.0816	a6807_10	57487037	57488476	Sb10g027670	b8082_6	88294485	88293127	GRMZM2G023051
#1r	0.2365	0.0285	a6807_10	57499545	57494866	Sb10g027690	b8082_6	88284302	88289458	GRMZM2G322328
#1r	0.4925	0.2809	a6807_10	57534032	57532143	Sb10g027750	b8082_6	88016021	88017736	GRMZM2G126920
#1r	0.4485	0.0579	a6807_10	57624443	57627338	Sb10g027790	b8082_6	88005774	88003320	GRMZM2G390641
#1r	16.5965	1.2246	a6807_10	57694655	57700033	Sb10g027840	b8082_6	87948847	87947058	GRMZM2G089400
#1r	23.1005	1.0814	a6807_10	57701219	57700941	Sb10g027850	b8082_6	87929862	87930338	GRMZM2G089343
#1r	56.9479	1.3371	a6807_10	57733082	57729967	Sb10g027870	b8082_6	87877143	87876901	GRMZM2G439598
#1r	NA	NA	a6807_10	57748800	57744992	Sb10g027900	b8082_6	87867115	87874935	GRMZM2G139657
#1r	0.2246	0.0204	a6807_10	57825461	57828523	Sb10g027970	b8082_6	87803342	87799869	GRMZM2G150302
#1r	1.2066	0.2054	a6807_10	57858463	57860258	Sb10g028000	b8082_6	87789186	87784701	GRMZM2G150256
#1r	0.1572	0.0220	a6807_10	57923434	57920513	Sb10g028040	b8082_6	87779604	87782219	GRMZM2G150209
#1r	0.4262	0.0888	a6807_10	57971473	57970820	Sb10g028070	b8082_6	87755590	87754921	GRMZM2G099092
#1r	NA	NA	a6807_10	58090540	58088621	Sb10g028230	b8082_6	87656213	87652504	GRMZM2G175782
#1r	0.5182	0.1824	a6807_10	58095961	58103098	Sb10g028240	b8082_6	87604959	87595421	GRMZM2G333875
#1r	NA	NA	a6807_10	58244655	58243430	Sb10g028380	b8082_6	87512618	87511531	GRMZM2G113272
#1r	0.5639	0.1819	a6807_10	58248359	58249468	Sb10g028390	b8082_6	87461091	87459996	GRMZM2G100976
#1r	0.2969	0.0614	a6807_10	58262040	58259004	Sb10g028430	b8082_6	87458733	87459084	GRMZM2G100955
#1r	75.7069	0.6116	a6807_10	58270784	58269878	Sb10g028450	b8082_6	87063734	87068182	GRMZM2G337785
#1r	65.4208	1.2211	a6807_10	58445731	58443645	Sb10g028590	b8082_6	87026927	87031423	GRMZM2G392879
#1r	NA	NA	a6807_10	58484775	58483762	Sb10g028630	b8082_6	86999332	87015812	GRMZM2G478937
#1r	0.3598	0.0383	a6807_10	58533106	58530140	Sb10g028670	b8082_6	86955040	86952660	GRMZM2G150726
#1r	0.5232	0.1249	a6807_10	58559854	58560669	Sb10g028690	b8082_6	86727400	86726613	GRMZM2G434935
#1r	0.1274	0.0378	a6807_10	58564187	58568124	Sb10g028700	b8082_6	86683421	86678400	GRMZM2G156162
#1r	0.1623	0.0340	a6807_10	58614520	58608749	Sb10g028740	b8082_6	86670634	86677307	GRMZM2G156099
#1r	0.2048	0.0465	a6807_10	58622630	58618097	Sb10g028750	b8082_6	86575634	86579925	GRMZM2G080509
#1r	0.1900	0.0317	a6807_10	58626995	58624170	Sb10g028760	b8082_6	86554640	86558962	GRMZM2G096363
#1r	0.5199	0.0660	a6807_10	58644057	58641930	Sb10g028800	b8082_6	86470868	86472976	GRMZM2G056116
#1r	0.2833	0.0600	a6807_10	58666683	58669586	Sb10g028840	b8082_6	86404900	86400017	GRMZM2G064050
#1r	0.2306	0.0585	a6807_10	58671046	58676130	Sb10g028850	b8082_6	86297138	86291463	GRMZM2G416386
#1r	0.1787	0.0220	a6807_10	58684039	58689200	Sb10g028870	b8082_6	86289132	86284269	GRMZM2G114394
#1r	0.2069	0.0138	a6807_10	58711505	58708372	Sb10g028910	b8082_6	86280465	86283079	GRMZM2G114337
#1r	0.0943	0.0075	a6807_10	58753577	58756983	Sb10g028930	b8082_6	86161477	86159246	GRMZM2G102421
#1r	0.2023	0.0033	a6807_10	58768095	58765821	Sb10g028940	b8082_6	86000914	86002907	GRMZM2G027995
#1r	0.1654	0.0227	a6807_10	58774600	58772033	Sb10g028950	b8082_6	85653951	85663840	GRMZM2G161493
#1r	39.0494	1.2747	a6807_10	58793762	58790566	Sb10g028960	b8082_6	85630078	85636106	GRMZM2G140917
#1r	0.5207	0.1383	a6807_10	58813332	58812607	Sb10g028980	b8082_6	85494921	85495565	GRMZM2G378762
#1r	0.4081	0.0308	a6807_10	58827166	58826016	Sb10g028990	b8082_6	85493113	85493603	GRMZM2G378770
#1r	0.5071	0.0430	a6807_10	58866284	58866721	Sb10g029050	b8082_6	85428132	85427689	GRMZM2G466908
#1r	0.3144	0.1428	a6807_10	58884667	58880004	Sb10g029070	b8082_6	85411115	85419323	GRMZM2G168449
#2r	0.1512	0.0671	a6807_10	59161638	59161928	Sb10g029330	b8082_6	85232339	85232623	GRMZM2G039383
#2r	0.1169	0.0905	a6807_10	59164027	59163132	Sb10g029340	b8082_6	85124457	85125425	AC186433
#2r	0.1632	0.0339	a6807_10	59200489	59196611	Sb10g029390	b8082_6	85042899	85046401	GRMZM2G154845
#2r	NA	NA	a6807_10	59245092	59249693	Sb10g029400	b8082_6	84985829	84981841	GRMZM2G306028
#2r	0.1091	0.0150	a6807_10	59264366	59263310	Sb10g029420	b8082_6	84917162	84918231	GRMZM2G007933
#2r	NA	NA	a6807_10	59265219	59271840	Sb10g029430	b8082_6	84914891	84910028	AC200287
#2r	0.2038	0.0229	a6807_10	59272719	59275225	Sb10g029440	b8082_6	84896422	84891878	GRMZM2G060868
#2r	0.8040	0.0098	a6807_10	59290081	59290425	Sb10g029490	b8082_6	84756217	84755891	GRMZM2G134759
#2r	0.5788	0.0669	a6807_10	59297521	59294783	Sb10g029500	b8082_6	84749701	84751763	GRMZM2G134930
#2r	11.6416	1.3573	a6807_10	59314718	59311171	Sb10g029520	b8082_6	84663791	84664840	GRMZM2G365961
#2r	0.5276	20.6868	a6807_10	59359707	59360333	Sb10g029595	b8082_6	84455297	84456055	GRMZM2G180319
#2r	88.3076	0.9307	a6807_10	59418964	59424640	Sb10g029670	b8082_6	84387536	84385416	GRMZM2G308689
#2r	0.5606	0.0901	a6807_10	59472348	59466491	Sb10g029730	b8082_6	84289140	84289805	GRMZM2G048430
#2r	0.2336	0.0235	a6807_10	59486884	59487666	Sb10g029760	b8082_6	84288048	84287290	GRMZM2G048537
#2r	0.1884	0.0264	a6807_10	59495756	59499880	Sb10g029780	b8082_6	84285660	84281512	GRMZM2G048561
#2r	0.1520	0.0686	a6807_10	59506141	59500767	Sb10g029790	b8082_6	84275502	84280577	GRMZM2G048644
#2r	0.2519	0.0203	a6807_10	59528805	59529991	Sb10g029800	b8082_6	84074011	84072846	GRMZM2G108798
#2r	NA	NA	a6807_10	59558725	59554470	Sb10g029810	b8082_6	83624384	83628293	GRMZM2G139073
#2r	0.3456	0.0355	a6807_10	59563965	59567282	Sb10g029820	b8082_6	83517597	83514273	GRMZM2G387935
#2r	NA	NA	a6807_10	59576537	59573940	Sb10g029835	b8082_6	83509418	83512923	GRMZM2G088930
#2r	0.3077	0.0537	a6807_10	59588349	59587250	Sb10g029840	b8082_6	83364898	83365896	GRMZM2G116475
#2r	0.2386	0.0058	a6807_10	59600492	59596694	Sb10g029850	b8082_6	83359666	83363383	GRMZM2G116427
#2r	68.2076	1.5970	a6807_10	59754977	59752265	Sb10g030030	b8082_6	83294579	83294864	GRMZM2G700981
#2r	0.3561	0.0957	a6807_10	59772008	59777859	Sb10g030040	b8082_6	83221571	83215319	GRMZM2G173928
#2r	1.6514	1.8087	a6807_10	59789579	59789142	Sb10g030050	b8082_6	83162841	83162401	GRMZM2G466224
#2r	NA	NA	a6807_10	59825355	59830131	Sb10g030060	b8082_6	82935030	82933730	GRMZM2G075584
#2r	0.2588	0.0516	a6807_10	59836154	59836725	Sb10g030090	b8082_6	82889609	82889006	GRMZM2G009080
#2r	NA	NA	a6807_10	59855547	59852439	Sb10g030120	b8082_6	82768782	82772491	GRMZM2G065105
#2r	0.0941	0.0258	a6807_10	59869664	59873133	Sb10g030160	b8082_6	82676652	82672963	GRMZM2G065950
