"block"	"org_chr1"	"org_chr2"	"ks"	"kn"	"start1"	"stop1"	"gene1"	"start2"	"stop2"	"gene2"	"median"	"mean"	"count"	"total_genes"	"subGenome"
"592"	"#1f"	"a6807_2"	"b8082_7"	0.2514	0.0446	74334577	74337316	"Sb02g040370"	162264947	162267715	"GRMZM2G318843"	0.2539	5.29367599067599	429	584	"sub1"
"593"	"#1f"	"a6807_2"	"b8082_7"	0.3388	0.0338	75126137	75123309	"Sb02g041250"	164655342	164652626	"GRMZM2G161544"	0.2539	5.29367599067599	429	584	"sub1"
"594"	"#1f"	"a6807_2"	"b8082_7"	0.4793	0.0308	75168923	75169996	"Sb02g041310"	164671899	164672990	"GRMZM2G019583"	0.2539	5.29367599067599	429	584	"sub1"
"595"	"#1f"	"a6807_2"	"b8082_7"	0.441	0.1655	74421310	74422805	"Sb02g040480"	162573993	162575494	"GRMZM2G150841"	0.2539	5.29367599067599	429	584	"sub1"
"596"	"#1f"	"a6807_2"	"b8082_7"	5.7001	0.5176	74249059	74249685	"Sb02g040240"	162095929	162096540	"GRMZM2G459663"	0.2539	5.29367599067599	429	584	"sub1"
"597"	"#1f"	"a6807_2"	"b8082_7"	0.322	0.0203	74463433	74461673	"Sb02g040540"	162658901	162657174	"GRMZM2G082365"	0.2539	5.29367599067599	429	584	"sub1"
"598"	"#1f"	"a6807_2"	"b8082_7"	0.1291	0.0165	77572902	77575844	"Sb02g043760"	168761444	168764980	"GRMZM2G113016"	0.2539	5.29367599067599	429	584	"sub1"
"599"	"#1f"	"a6807_2"	"b8082_7"	0.1539	0.0542	74953774	74949584	"Sb02g041080"	164311336	164306315	"GRMZM2G055464"	0.2539	5.29367599067599	429	584	"sub1"
"600"	"#1f"	"a6807_2"	"b8082_7"	2.8553	0.1945	74448029	74449973	"Sb02g040520"	162588206	162589872	"GRMZM2G150907"	0.2539	5.29367599067599	429	584	"sub1"
"601"	"#1f"	"a6807_2"	"b8082_7"	0.1083	0.0241	74184704	74181911	"Sb02g040150"	161789459	161786435	"GRMZM2G038505"	0.2539	5.29367599067599	429	584	"sub1"
"602"	"#1f"	"a6807_2"	"b8082_7"	0.3296	0.0393	69326463	69324928	"Sb02g034870"	147807296	147805765	"GRMZM2G180082"	0.2539	5.29367599067599	429	584	"sub1"
"603"	"#1f"	"a6807_2"	"b8082_7"	0.2484	0.0248	69373096	69373777	"Sb02g034910"	147923623	147924305	"GRMZM2G150791"	0.2539	5.29367599067599	429	584	"sub1"
"604"	"#1f"	"a6807_2"	"b8082_7"	1.7969	0.2044	74009786	74010349	"Sb02g039870"	161290211	161289798	"GRMZM2G476636"	0.2539	5.29367599067599	429	584	"sub1"
"605"	"#1f"	"a6807_2"	"b8082_7"	78.0744	0.5656	69638843	69640788	"Sb02g035160"	148603035	148604765	"GRMZM2G174855"	0.2539	5.29367599067599	429	584	"sub1"
"606"	"#1f"	"a6807_2"	"b8082_7"	0.1485	0.0112	69474131	69476152	"Sb02g034970"	148023008	148026563	"GRMZM2G027344"	0.2539	5.29367599067599	429	584	"sub1"
"607"	"#1f"	"a6807_2"	"b8082_7"	0.5493	0.0743	77753542	77749753	"Sb02g043950"	168994103	168992140	"GRMZM2G134341"	0.2539	5.29367599067599	429	584	"sub1"
"608"	"#1f"	"a6807_2"	"b8082_7"	0.4529	0.1141	77763723	77760839	"Sb02g043960"	168998696	168997512	"GRMZM2G434715"	0.2539	5.29367599067599	429	584	"sub1"
"609"	"#1f"	"a6807_2"	"b8082_7"	0.4051	0.0204	69492335	69490312	"Sb02g034980"	148178441	148176435	"GRMZM2G009223"	0.2539	5.29367599067599	429	584	"sub1"
"610"	"#1f"	"a6807_2"	"b8082_7"	0.3702	0.0334	74764524	74762681	"Sb02g040840"	163519333	163520960	"GRMZM2G006119"	0.2539	5.29367599067599	429	584	"sub1"
"611"	"#1f"	"a6807_2"	"b8082_7"	0.3243	0.0646	69510403	69511304	"Sb02g034990"	148196707	148197691	"GRMZM2G009144"	0.2539	5.29367599067599	429	584	"sub1"
"612"	"#1f"	"a6807_2"	"b8082_7"	0.8254	0.0373	77583687	77585402	"Sb02g043780"	168767691	168769391	"GRMZM2G112984"	0.2539	5.29367599067599	429	584	"sub1"
"613"	"#1f"	"a6807_2"	"b8082_7"	0.2325	0.0328	74505816	74510621	"Sb02g040580"	162864424	162861121	"GRMZM2G114575"	0.2539	5.29367599067599	429	584	"sub1"
"614"	"#1f"	"a6807_2"	"b8082_7"	4.7547	0.6139	69285239	69283171	"Sb02g034800"	147801950	147800385	"GRMZM2G180080"	0.2539	5.29367599067599	429	584	"sub1"
"615"	"#1f"	"a6807_2"	"b8082_7"	0.8858	0.1854	75024289	75003793	"Sb02g041160"	164385284	164385502	"GRMZM2G322846"	0.2539	5.29367599067599	429	584	"sub1"
"616"	"#1f"	"a6807_2"	"b8082_7"	0.3039	0.0524	75040213	75036348	"Sb02g041190"	164537948	164534206	"GRMZM2G000451"	0.2539	5.29367599067599	429	584	"sub1"
"617"	"#1f"	"a6807_2"	"b8082_7"	0.1254	0.0319	74222233	74226867	"Sb02g040200"	161989219	161994148	"GRMZM2G010142"	0.2539	5.29367599067599	429	584	"sub1"
"618"	"#1f"	"a6807_2"	"b8082_7"	0.0846	0.014	77739684	77746122	"Sb02g043940"	168983895	168991181	"GRMZM2G134396"	0.2539	5.29367599067599	429	584	"sub1"
"619"	"#1f"	"a6807_2"	"b8082_7"	0.1659	0.0261	76849351	76851272	"Sb02g043070"	167517186	167519100	"GRMZM2G080001"	0.2539	5.29367599067599	429	584	"sub1"
"620"	"#1f"	"a6807_2"	"b8082_7"	0.1073	0.0144	68457988	68450528	"Sb02g033920"	144695364	144685937	"GRMZM2G406672"	0.2539	5.29367599067599	429	584	"sub1"
"621"	"#1f"	"a6807_2"	"b8082_7"	0.1093	0.0022	68461313	68464107	"Sb02g033930"	144813948	144817952	"GRMZM2G075719"	0.2539	5.29367599067599	429	584	"sub1"
"622"	"#1f"	"a6807_2"	"b8082_7"	0.1776	0.0219	74254881	74256499	"Sb02g040260"	162101247	162102824	"GRMZM2G158835"	0.2539	5.29367599067599	429	584	"sub1"
"623"	"#1f"	"a6807_2"	"b8082_7"	0.0805	0.0181	74281719	74277785	"Sb02g040300"	162122844	162118943	"GRMZM2G159034"	0.2539	5.29367599067599	429	584	"sub1"
"624"	"#1f"	"a6807_2"	"b8082_7"	0.1335	0.0442	74322615	74322220	"Sb02g040360"	162170795	162171181	"GRMZM2G060511"	0.2539	5.29367599067599	429	584	"sub1"
"625"	"#1f"	"a6807_2"	"b8082_7"	0.3868	0.0262	69587843	69585713	"Sb02g035070"	148469938	148467789	"GRMZM2G056627"	0.2539	5.29367599067599	429	584	"sub1"
"626"	"#1f"	"a6807_2"	"b8082_7"	0.18	0.0136	74944292	74942331	"Sb02g041060"	164254298	164249507	"GRMZM2G003172"	0.2539	5.29367599067599	429	584	"sub1"
"627"	"#1f"	"a6807_2"	"b8082_7"	0.2119	0.0213	74959450	74961443	"Sb02g041100"	164316633	164318631	"GRMZM2G055607"	0.2539	5.29367599067599	429	584	"sub1"
"628"	"#1f"	"a6807_2"	"b8082_7"	0.169	0.049	77669650	77673837	"Sb02g043870"	168946141	168950157	"GRMZM2G108166"	0.2539	5.29367599067599	429	584	"sub1"
"629"	"#1f"	"a6807_2"	"b8082_7"	0.4109	0.0357	74559565	74561574	"Sb02g040640"	163030616	163032619	"GRMZM2G039757"	0.2539	5.29367599067599	429	584	"sub1"
"630"	"#1f"	"a6807_2"	"b8082_7"	0.4048	0.0143	69633000	69631030	"Sb02g035150"	148539290	148537343	"GRMZM2G056369"	0.2539	5.29367599067599	429	584	"sub1"
"631"	"#1f"	"a6807_2"	"b8082_7"	0.2449	0.0149	68434144	68433116	"Sb02g033900"	144671353	144670334	"GRMZM2G107142"	0.2539	5.29367599067599	429	584	"sub1"
"632"	"#1f"	"a6807_2"	"b8082_7"	0.2066	0.0673	73583374	73584243	"Sb02g039480"	160252422	160251535	"GRMZM2G449944"	0.2539	5.29367599067599	429	584	"sub1"
"633"	"#1f"	"a6807_2"	"b8082_7"	0.1499	0.0466	73585569	73586969	"Sb02g039490"	160300983	160302311	"GRMZM2G371721"	0.2539	5.29367599067599	429	584	"sub1"
"634"	"#1f"	"a6807_2"	"b8082_7"	0.1535	0.019	74465545	74466672	"Sb02g040550"	162660241	162661365	"GRMZM2G082318"	0.2539	5.29367599067599	429	584	"sub1"
"635"	"#1f"	"a6807_2"	"b8082_7"	0.1239	0.0303	73600469	73609384	"Sb02g039520"	160436322	160450197	"GRMZM2G381395"	0.2539	5.29367599067599	429	584	"sub1"
"636"	"#1f"	"a6807_2"	"b8082_7"	0.0869	0.007	73618522	73616055	"Sb02g039540"	160466999	160463240	"GRMZM2G079226"	0.2539	5.29367599067599	429	584	"sub1"
"637"	"#1f"	"a6807_2"	"b8082_7"	0.1226	0.0017	76292734	76290852	"Sb02g042600"	166956396	166954358	"GRMZM2G174204"	0.2539	5.29367599067599	429	584	"sub1"
"638"	"#1f"	"a6807_2"	"b8082_7"	0.3751	0.0264	76364070	76363726	"Sb02g042680"	166967165	166966797	"GRMZM2G472852"	0.2539	5.29367599067599	429	584	"sub1"
"639"	"#1f"	"a6807_2"	"b8082_7"	1.3027	0.1315	71026463	71025506	"Sb02g036630"	152596488	152592755	"GRMZM2G394261"	0.2539	5.29367599067599	429	584	"sub1"
"640"	"#1f"	"a6807_2"	"b8082_7"	0.5083	0.042	69193951	69193367	"Sb02g034690"	147530530	147529964	"GRMZM2G449709"	0.2539	5.29367599067599	429	584	"sub1"
"641"	"#1f"	"a6807_2"	"b8082_7"	0.415	0.0681	74156754	74154259	"Sb02g040080"	161711458	161709380	"GRMZM2G568947"	0.2539	5.29367599067599	429	584	"sub1"
"642"	"#1f"	"a6807_2"	"b8082_7"	0.1906	0.0604	74171129	74172787	"Sb02g040130"	161779554	161781212	"AC195864"	0.2539	5.29367599067599	429	584	"sub1"
"643"	"#1f"	"a6807_2"	"b8082_7"	0.5966	0.0527	77692911	77694560	"Sb02g043900"	168978321	168980150	"GRMZM2G434792"	0.2539	5.29367599067599	429	584	"sub1"
"644"	"#1f"	"a6807_2"	"b8082_7"	0.1937	0.005	74080064	74075441	"Sb02g039960"	161431970	161423686	"GRMZM2G140288"	0.2539	5.29367599067599	429	584	"sub1"
"645"	"#1f"	"a6807_2"	"b8082_7"	0.4008	0.0428	74084071	74085252	"Sb02g039980"	161433330	161434552	"GRMZM2G140293"	0.2539	5.29367599067599	429	584	"sub1"
"646"	"#1f"	"a6807_2"	"b8082_7"	0.1368	0.0178	74092231	74097877	"Sb02g039990"	161499417	161508573	"GRMZM2G310283"	0.2539	5.29367599067599	429	584	"sub1"
"647"	"#1f"	"a6807_2"	"b8082_7"	0.144	0.046	68198270	68189539	"Sb02g033620"	144031681	144013212	"GRMZM2G032336"	0.2539	5.29367599067599	429	584	"sub1"
"648"	"#1f"	"a6807_2"	"b8082_7"	0.1427	0.0272	68211149	68214946	"Sb02g033640"	144119960	144122171	"GRMZM2G010074"	0.2539	5.29367599067599	429	584	"sub1"
"649"	"#1f"	"a6807_2"	"b8082_7"	0.1377	0.0153	72187152	72183848	"Sb02g037900"	156290662	156287126	"GRMZM2G172726"	0.2539	5.29367599067599	429	584	"sub1"
"650"	"#1f"	"a6807_2"	"b8082_7"	69.6842	0.9885	68279815	68280271	"Sb02g033750"	144291448	144284515	"GRMZM2G134716"	0.2539	5.29367599067599	429	584	"sub1"
"651"	"#1f"	"a6807_2"	"b8082_7"	0.1208	0.0051	74106294	74110806	"Sb02g040010"	161613138	161618521	"GRMZM2G158021"	0.2539	5.29367599067599	429	584	"sub1"
"652"	"#1f"	"a6807_2"	"b8082_7"	3.8123	0.3412	69563184	69561136	"Sb02g035050"	148211744	148209723	"GRMZM2G009103"	0.2539	5.29367599067599	429	584	"sub1"
"653"	"#1f"	"a6807_2"	"b8082_7"	0.4628	0.0242	76384441	76385674	"Sb02g042710"	167002759	167004149	"GRMZM2G063617"	0.2539	5.29367599067599	429	584	"sub1"
"654"	"#1f"	"a6807_2"	"b8082_7"	0.3263	0.0392	74526102	74522922	"Sb02g040610"	162880725	162876705	"AC217975"	0.2539	5.29367599067599	429	584	"sub1"
"655"	"#1f"	"a6807_2"	"b8082_7"	0.2453	0.0447	73997593	73999125	"Sb02g039850"	161278861	161281251	"GRMZM2G407361"	0.2539	5.29367599067599	429	584	"sub1"
"656"	"#1f"	"a6807_2"	"b8082_7"	0.1502	0.0466	74178439	74176542	"Sb02g040140"	161783753	161781646	"AC195864"	0.2539	5.29367599067599	429	584	"sub1"
"657"	"#1f"	"a6807_2"	"b8082_7"	0.4756	0.0684	69629623	69629255	"Sb02g035140"	148534659	148534285	"GRMZM2G357631"	0.2539	5.29367599067599	429	584	"sub1"
"658"	"#1f"	"a6807_2"	"b8082_7"	0.525	0.1246	72302360	72303079	"Sb02g038000"	156517184	156517843	"GRMZM2G089557"	0.2539	5.29367599067599	429	584	"sub1"
"659"	"#1f"	"a6807_2"	"b8082_7"	0.2992	0.0129	72357761	72359128	"Sb02g038040"	156575939	156577309	"GRMZM2G097456"	0.2539	5.29367599067599	429	584	"sub1"
"660"	"#1f"	"a6807_2"	"b8082_7"	0.6167	0.0735	72374551	72373688	"Sb02g038060"	156681435	156676739	"AC185108"	0.2539	5.29367599067599	429	584	"sub1"
"661"	"#1f"	"a6807_2"	"b8082_7"	0.1572	0.028	72381738	72384128	"Sb02g038080"	156682445	156684832	"GRMZM2G092739"	0.2539	5.29367599067599	429	584	"sub1"
"662"	"#1f"	"a6807_2"	"b8082_7"	0.1226	0.024	68482736	68484989	"Sb02g033950"	144892008	144884294	"GRMZM2G138220"	0.2539	5.29367599067599	429	584	"sub1"
"663"	"#1f"	"a6807_2"	"b8082_7"	0.1508	0.0503	68512626	68511235	"Sb02g033980"	145161281	145162681	"GRMZM2G396752"	0.2539	5.29367599067599	429	584	"sub1"
"664"	"#1f"	"a6807_2"	"b8082_7"	0.1196	0.0162	68591046	68585500	"Sb02g034080"	145332268	145327470	"GRMZM2G356198"	0.2539	5.29367599067599	429	584	"sub1"
"665"	"#1f"	"a6807_2"	"b8082_7"	0.234	0.0459	68713181	68717609	"Sb02g034220"	145796420	145792329	"GRMZM2G029082"	0.2539	5.29367599067599	429	584	"sub1"
"666"	"#1f"	"a6807_2"	"b8082_7"	0.393	0.0826	74121796	74122282	"Sb02g040040"	161622360	161623072	"GRMZM2G459841"	0.2539	5.29367599067599	429	584	"sub1"
"667"	"#1f"	"a6807_2"	"b8082_7"	0.1901	0.0299	74955130	74956071	"Sb02g041090"	164312732	164314179	"GRMZM2G055527"	0.2539	5.29367599067599	429	584	"sub1"
"668"	"#1f"	"a6807_2"	"b8082_7"	0.2461	0.0602	77852489	77853961	"Sb02g044040"	169069915	169068257	"AC187098"	0.2539	5.29367599067599	429	584	"sub1"
"669"	"#1f"	"a6807_2"	"b8082_7"	2.6382	2.976	74068997	74068518	"Sb02g039950"	161351416	161355691	"GRMZM2G081857"	0.2539	5.29367599067599	429	584	"sub1"
"670"	"#1f"	"a6807_2"	"b8082_7"	0.095	0.0201	73417334	73419515	"Sb02g039290"	159996089	159998423	"GRMZM2G108767"	0.2539	5.29367599067599	429	584	"sub1"
"671"	"#1f"	"a6807_2"	"b8082_7"	0.1058	0.0298	73487290	73491684	"Sb02g039370"	160130307	160134962	"GRMZM2G121573"	0.2539	5.29367599067599	429	584	"sub1"
"672"	"#1f"	"a6807_2"	"b8082_7"	0.5698	0.1148	73544803	73545852	"Sb02g039440"	160221714	160220605	"GRMZM2G086856"	0.2539	5.29367599067599	429	584	"sub1"
"673"	"#1f"	"a6807_2"	"b8082_7"	0.1137	0.0326	67989553	67987427	"Sb02g033320"	143058391	143056287	"GRMZM2G131275"	0.2539	5.29367599067599	429	584	"sub1"
"674"	"#1f"	"a6807_2"	"b8082_7"	5.2688	0.6458	67996703	68000880	"Sb02g033340"	143183086	143170218	"GRMZM2G028713"	0.2539	5.29367599067599	429	584	"sub1"
"675"	"#1f"	"a6807_2"	"b8082_7"	0.1352	0.0232	74406631	74410017	"Sb02g040470"	162527562	162531207	"GRMZM2G160569"	0.2539	5.29367599067599	429	584	"sub1"
"676"	"#1f"	"a6807_2"	"b8082_7"	0.3039	0.0271	68929397	68926577	"Sb02g034370"	146709336	146706647	"AC189750"	0.2539	5.29367599067599	429	584	"sub1"
"677"	"#1f"	"a6807_2"	"b8082_7"	62.8259	1.1418	68936217	68947069	"Sb02g034380"	146748699	146756166	"GRMZM2G325008"	0.2539	5.29367599067599	429	584	"sub1"
"678"	"#1f"	"a6807_2"	"b8082_7"	0.5408	0.023	68968463	68976437	"Sb02g034420"	146793561	146798857	"GRMZM2G076225"	0.2539	5.29367599067599	429	584	"sub1"
"679"	"#1f"	"a6807_2"	"b8082_7"	0.1159	0.0589	77511272	77512856	"Sb02g043720"	168735818	168737316	"GRMZM2G113052"	0.2539	5.29367599067599	429	584	"sub1"
"680"	"#1f"	"a6807_2"	"b8082_7"	0.2402	0.0686	77519484	77517084	"Sb02g043730"	168743236	168740825	"GRMZM2G113039"	0.2539	5.29367599067599	429	584	"sub1"
"681"	"#1f"	"a6807_2"	"b8082_7"	0.1126	0.0078	68076052	68081103	"Sb02g033440"	143604155	143608738	"GRMZM2G455085"	0.2539	5.29367599067599	429	584	"sub1"
"682"	"#1f"	"a6807_2"	"b8082_7"	0.1208	0.0209	77875137	77871388	"Sb02g044070"	169100992	169095819	"GRMZM2G076962"	0.2539	5.29367599067599	429	584	"sub1"
"683"	"#1f"	"a6807_2"	"b8082_7"	0.1298	0.0365	74546280	74543017	"Sb02g040630"	162986428	162966323	"GRMZM2G300709"	0.2539	5.29367599067599	429	584	"sub1"
"684"	"#1f"	"a6807_2"	"b8082_7"	4.6642	22.2774	72106818	72106678	"Sb02g037855"	156127218	156126667	"GRMZM2G408428"	0.2539	5.29367599067599	429	584	"sub1"
"685"	"#1f"	"a6807_2"	"b8082_7"	0.4734	0.0306	74565231	74565987	"Sb02g040650"	163071069	163071911	"GRMZM2G129761"	0.2539	5.29367599067599	429	584	"sub1"
"686"	"#1f"	"a6807_2"	"b8082_7"	0.1211	0.0075	74609397	74601363	"Sb02g040700"	163207770	163199412	"GRMZM2G026991"	0.2539	5.29367599067599	429	584	"sub1"
"687"	"#1f"	"a6807_2"	"b8082_7"	0.4012	0.0336	72129984	72129022	"Sb02g037870"	156182239	156183135	"GRMZM2G179777"	0.2539	5.29367599067599	429	584	"sub1"
"688"	"#1f"	"a6807_2"	"b8082_7"	38.1272	1.1002	72151439	72140463	"Sb02g037875"	156218899	156201685	"GRMZM2G411916"	0.2539	5.29367599067599	429	584	"sub1"
"689"	"#1f"	"a6807_2"	"b8082_7"	1.1854	0.2857	76682012	76681344	"Sb02g042940"	167239834	167239053	"GRMZM2G335731"	0.2539	5.29367599067599	429	584	"sub1"
"690"	"#1f"	"a6807_2"	"b8082_7"	0.2259	0.0116	72169622	72171418	"Sb02g037890"	156269933	156271711	"GRMZM2G172657"	0.2539	5.29367599067599	429	584	"sub1"
"691"	"#1f"	"a6807_2"	"b8082_7"	90.4459	0.8383	72204836	72198164	"Sb02g037920"	156313938	156310443	"GRMZM2G309870"	0.2539	5.29367599067599	429	584	"sub1"
"692"	"#1f"	"a6807_2"	"b8082_7"	0.4196	0.0393	74119185	74118700	"Sb02g040030"	161621380	161620853	"GRMZM2G459820"	0.2539	5.29367599067599	429	584	"sub1"
"693"	"#1f"	"a6807_2"	"b8082_7"	0.4106	0.0083	72237064	72238282	"Sb02g037940"	156371260	156372467	"GRMZM2G151649"	0.2539	5.29367599067599	429	584	"sub1"
"694"	"#1f"	"a6807_2"	"b8082_7"	0.0719	0.0326	77780385	77790682	"Sb02g044000"	169021200	169032789	"GRMZM2G134284"	0.2539	5.29367599067599	429	584	"sub1"
"695"	"#1f"	"a6807_2"	"b8082_7"	0.1568	0.0169	74532767	74535907	"Sb02g040620"	162942879	162945878	"GRMZM2G000718"	0.2539	5.29367599067599	429	584	"sub1"
"696"	"#1f"	"a6807_2"	"b8082_7"	6.9856	1.4273	68407004	68409573	"Sb02g033850"	144554761	144573447	"GRMZM2G316191"	0.2539	5.29367599067599	429	584	"sub1"
"697"	"#1f"	"a6807_2"	"b8082_7"	4.5881	1.3426	68420561	68417992	"Sb02g033870"	144613075	144611771	"GRMZM2G444874"	0.2539	5.29367599067599	429	584	"sub1"
"698"	"#1f"	"a6807_2"	"b8082_7"	0.2392	0.0054	68360923	68358339	"Sb02g033820"	144442764	144439170	"GRMZM2G313672"	0.2539	5.29367599067599	429	584	"sub1"
"699"	"#1f"	"a6807_2"	"b8082_7"	0.247	0.1102	76841943	76839638	"Sb02g043060"	167498680	167496361	"GRMZM2G381404"	0.2539	5.29367599067599	429	584	"sub1"
"700"	"#1f"	"a6807_2"	"b8082_7"	0.2751	0.1088	71653552	71649983	"Sb02g037320"	154457011	154453286	"GRMZM2G121543"	0.2539	5.29367599067599	429	584	"sub1"
"701"	"#1f"	"a6807_2"	"b8082_7"	0.1011	0.0368	71653993	71657829	"Sb02g037330"	154457414	154461482	"GRMZM2G121516"	0.2539	5.29367599067599	429	584	"sub1"
"702"	"#1f"	"a6807_2"	"b8082_7"	0.3133	0.0175	72399406	72397614	"Sb02g038090"	156711690	156709880	"GRMZM2G181219"	0.2539	5.29367599067599	429	584	"sub1"
"703"	"#1f"	"a6807_2"	"b8082_7"	58.9596	1.8279	75172747	75180192	"Sb02g041320"	164675876	164680352	"GRMZM2G317535"	0.2539	5.29367599067599	429	584	"sub1"
"704"	"#1f"	"a6807_2"	"b8082_7"	0.1018	0.0143	68514105	68518169	"Sb02g033990"	145175447	145182164	"GRMZM2G175799"	0.2539	5.29367599067599	429	584	"sub1"
"705"	"#1f"	"a6807_2"	"b8082_7"	0.2561	0.0596	68604098	68596366	"Sb02g034090"	145338823	145340458	"GRMZM2G161809"	0.2539	5.29367599067599	429	584	"sub1"
"706"	"#1f"	"a6807_2"	"b8082_7"	1.7412	0.355	68673679	68669877	"Sb02g034180"	145608062	145607035	"GRMZM2G067624"	0.2539	5.29367599067599	429	584	"sub1"
"707"	"#1f"	"a6807_2"	"b8082_7"	0.1209	0.0234	68691530	68688547	"Sb02g034200"	145633457	145630309	"GRMZM2G025242"	0.2539	5.29367599067599	429	584	"sub1"
"708"	"#1f"	"a6807_2"	"b8082_7"	0.563	0.1984	74146351	74145371	"Sb02g040070"	161700236	161699062	"GRMZM2G079645"	0.2539	5.29367599067599	429	584	"sub1"
"709"	"#1f"	"a6807_2"	"b8082_7"	2.4486	1.1617	73379827	73376049	"Sb02g039230"	159849426	159849854	"GRMZM2G700313"	0.2539	5.29367599067599	429	584	"sub1"
"710"	"#1f"	"a6807_2"	"b8082_7"	71.3983	1.1892	67888678	67885417	"Sb02g033170"	142529402	142527686	"GRMZM2G018950"	0.2539	5.29367599067599	429	584	"sub1"
"711"	"#1f"	"a6807_2"	"b8082_7"	0.3864	0.051	67911111	67913380	"Sb02g033220"	142891349	142889193	"GRMZM2G111309"	0.2539	5.29367599067599	429	584	"sub1"
"712"	"#1f"	"a6807_2"	"b8082_7"	0.4787	0.0175	67934355	67935781	"Sb02g033240"	142899197	142900442	"GRMZM2G413044"	0.2539	5.29367599067599	429	584	"sub1"
"713"	"#1f"	"a6807_2"	"b8082_7"	0.2774	0.1521	67981670	67984776	"Sb02g033310"	143024731	143035537	"GRMZM2G007190"	0.2539	5.29367599067599	429	584	"sub1"
"714"	"#1f"	"a6807_2"	"b8082_7"	0.313	0.1062	76245338	76245751	"Sb02g042530"	166803756	166804142	"GRMZM2G414475"	0.2539	5.29367599067599	429	584	"sub1"
"715"	"#1f"	"a6807_2"	"b8082_7"	0.1384	0.0195	76249869	76257163	"Sb02g042540"	166863932	166872375	"GRMZM2G041328"	0.2539	5.29367599067599	429	584	"sub1"
"716"	"#1f"	"a6807_2"	"b8082_7"	0.5331	0.0592	76285898	76284459	"Sb02g042580"	166951379	166949937	"GRMZM2G174192"	0.2539	5.29367599067599	429	584	"sub1"
"717"	"#1f"	"a6807_2"	"b8082_7"	0.5221	0.0343	68027560	68024540	"Sb02g033370"	143288660	143285586	"GRMZM2G416484"	0.2539	5.29367599067599	429	584	"sub1"
"718"	"#1f"	"a6807_2"	"b8082_7"	0.0928	0.0233	68047845	68040604	"Sb02g033390"	143326737	143317347	"GRMZM2G117612"	0.2539	5.29367599067599	429	584	"sub1"
"719"	"#1f"	"a6807_2"	"b8082_7"	0.2584	0.0166	71006458	71003368	"Sb02g036610"	152493398	152490355	"GRMZM2G107565"	0.2539	5.29367599067599	429	584	"sub1"
"720"	"#1f"	"a6807_2"	"b8082_7"	0.2583	0.0316	71017201	71015419	"Sb02g036620"	152571536	152569806	"GRMZM2G179885"	0.2539	5.29367599067599	429	584	"sub1"
"721"	"#1f"	"a6807_2"	"b8082_7"	1.1326	0.0713	77623434	77623757	"Sb02g043820"	168800361	168800669	"GRMZM2G056772"	0.2539	5.29367599067599	429	584	"sub1"
"722"	"#1f"	"a6807_2"	"b8082_7"	53.4256	1.2911	73762453	73761815	"Sb02g039706"	160878770	160871529	"GRMZM2G312954"	0.2539	5.29367599067599	429	584	"sub1"
"723"	"#1f"	"a6807_2"	"b8082_7"	0.1198	0.0305	73770640	73763804	"Sb02g039710"	160883859	160879817	"GRMZM2G017368"	0.2539	5.29367599067599	429	584	"sub1"
"724"	"#1f"	"a6807_2"	"b8082_7"	0.4162	0.0638	73977467	73973981	"Sb02g039820"	161167828	161164219	"GRMZM2G014729"	0.2539	5.29367599067599	429	584	"sub1"
"725"	"#1f"	"a6807_2"	"b8082_7"	53.3434	1.3218	68162346	68165715	"Sb02g033560"	143927684	143926986	"GRMZM2G320591"	0.2539	5.29367599067599	429	584	"sub1"
"726"	"#1f"	"a6807_2"	"b8082_7"	0.1487	0.0361	68176997	68178322	"Sb02g033590"	143974224	143975414	"GRMZM2G032253"	0.2539	5.29367599067599	429	584	"sub1"
"727"	"#1f"	"a6807_2"	"b8082_7"	0.5986	0.0532	76519282	76512972	"Sb02g042780"	167030658	167027646	"GRMZM2G025182"	0.2539	5.29367599067599	429	584	"sub1"
"728"	"#1f"	"a6807_2"	"b8082_7"	0.4913	0.0578	76526445	76527227	"Sb02g042790"	167034485	167035255	"GRMZM2G322547"	0.2539	5.29367599067599	429	584	"sub1"
"729"	"#1f"	"a6807_2"	"b8082_7"	0.1098	0.0104	72155483	72152506	"Sb02g037880"	156226545	156222228	"GRMZM2G411940"	0.2539	5.29367599067599	429	584	"sub1"
"730"	"#1f"	"a6807_2"	"b8082_7"	0.2785	0.0497	71314782	71309466	"Sb02g036870"	153452781	153446830	"GRMZM2G107562"	0.2539	5.29367599067599	429	584	"sub1"
"731"	"#1f"	"a6807_2"	"b8082_7"	0.0987	0.0407	71385320	71381053	"Sb02g036900"	153743026	153738030	"GRMZM2G054870"	0.2539	5.29367599067599	429	584	"sub1"
"732"	"#1f"	"a6807_2"	"b8082_7"	0.2795	0.0485	72211984	72211679	"Sb02g037925"	156319274	156318975	"GRMZM2G010702"	0.2539	5.29367599067599	429	584	"sub1"
"733"	"#1f"	"a6807_2"	"b8082_7"	0.4113	0.0724	68327809	68326449	"Sb02g033790"	144416411	144415124	"GRMZM2G010640"	0.2539	5.29367599067599	429	584	"sub1"
"734"	"#1f"	"a6807_2"	"b8082_7"	0.669	0.209	77779967	77778321	"Sb02g043990"	169020801	169018635	"GRMZM2G134295"	0.2539	5.29367599067599	429	584	"sub1"
