"block"	"org_chr1"	"org_chr2"	"ks"	"kn"	"start1"	"stop1"	"gene1"	"start2"	"stop2"	"gene2"	"median"	"mean"	"count"	"total_genes"	"subGenome"
"517"	"#11r"	"a31607_10"	"b34889_9"	0.1634	0.053	51775577	51781985	"Sobic.010G179700.1.v3.1"	90836668	90823323	"CDS:Zm00001d046456_T002"	0.22255	7.96656875	16	289	"sub1"
"518"	"#11r"	"a31607_10"	"b34889_9"	0.1277	0.0362	51531512	51534435	"Sobic.010G177400.1.v3.1"	91948922	91946165	"CDS:Zm00001d046483_T001"	0.22255	7.96656875	16	289	"sub1"
"519"	"#11r"	"a31607_10"	"b34889_9"	121.4	0.3814	51812065	51810150	"Sobic.010G179900.1.v3.1"	90722970	90721574	"CDS:Zm00001d046455_T001"	0.22255	7.96656875	16	289	"sub1"
"520"	"#11r"	"a31607_10"	"b34889_9"	0.2817	0.055	51493543	51497895	"Sobic.010G177100.1.v3.1"	92071035	92065902	"CDS:Zm00001d046488_T001"	0.22255	7.96656875	16	289	"sub1"
"521"	"#11r"	"a31607_10"	"b34889_9"	0.901	0.1582	51711410	51706408	"Sobic.010G179150.1.v3.1"	90925903	90927321	"CDS:Zm00001d046460_T001"	0.22255	7.96656875	16	289	"sub1"
"522"	"#11r"	"a31607_10"	"b34889_9"	0.4793	0.0084	51539906	51538863	"Sobic.010G177500.1.v3.1"	91925246	91926264	"CDS:Zm00001d046482_T001"	0.22255	7.96656875	16	289	"sub1"
"523"	"#11r"	"a31607_10"	"b34889_9"	0.1518	0.0186	51683411	51686909	"Sobic.010G178800.1.v3.1"	91199003	91188955	"CDS:Zm00001d046467_T001"	0.22255	7.96656875	16	289	"sub1"
"524"	"#11r"	"a31607_10"	"b34889_9"	0.1492	0.0508	51480494	51483026	"Sobic.010G176900.1.v3.1"	92157769	92155084	"CDS:Zm00001d046489_T001"	0.22255	7.96656875	16	289	"sub1"
"525"	"#11r"	"a31607_10"	"b34889_9"	0.4473	0.2279	51603732	51604191	"Sobic.010G178000.1.v3.1"	91601636	91601207	"CDS:Zm00001d046474_T001"	0.22255	7.96656875	16	289	"sub1"
"526"	"#11r"	"a31607_1"	"b34889_1"	0.2736	0.099	68913714	68912543	"Sobic.001G404300.1.v3.1"	46192805	46194090	"CDS:Zm00001d028778_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"527"	"#11r"	"a31607_1"	"b34889_1"	0.3958	0.0177	68881683	68882540	"Sobic.001G403600.1.v3.1"	46380674	46379816	"CDS:Zm00001d028785_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"528"	"#11r"	"a31607_1"	"b34889_1"	0.3499	0.0525	68727495	68729219	"Sobic.001G401800.1.v3.1"	47131445	47129751	"CDS:Zm00001d028809_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"529"	"#11r"	"a31607_1"	"b34889_1"	0.3613	0.0246	69116393	69120078	"Sobic.001G406800.1.v3.1"	45289996	45286686	"CDS:Zm00001d028750_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"530"	"#11r"	"a31607_1"	"b34889_1"	0.106	0.0107	68908314	68905297	"Sobic.001G404100.1.v3.1"	46316275	46319418	"CDS:Zm00001d028782_T002"	0.1984	3.93849333333333	45	1529	"sub1"
"531"	"#11r"	"a31607_1"	"b34889_1"	0.3794	0.0441	68915245	68917582	"Sobic.001G404400.2.v3.1"	46191843	46189879	"CDS:Zm00001d028777_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"532"	"#11r"	"a31607_1"	"b34889_1"	0.2118	0.0192	68942500	68945204	"Sobic.001G404700.1.v3.1"	46174591	46171980	"CDS:Zm00001d028774_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"533"	"#11r"	"a31607_1"	"b34889_1"	0.2207	0.0256	68834548	68831957	"Sobic.001G403200.1.v3.1"	46667202	46669775	"CDS:Zm00001d028796_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"534"	"#11r"	"a31607_1"	"b34889_1"	0.1131	0.0144	69000698	68988883	"Sobic.001G405300.1.v3.1"	45868876	45896208	"CDS:Zm00001d028762_T002"	0.1984	3.93849333333333	45	1529	"sub1"
"535"	"#11r"	"a31607_1"	"b34889_1"	90.1377	1.3711	68918133	68921351	"Sobic.001G404500.1.v3.1"	46189424	46187281	"CDS:Zm00001d028776_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"536"	"#11r"	"a31607_1"	"b34889_1"	0.2587	0.0258	68828446	68825888	"Sobic.001G403100.1.v3.1"	46672760	46675330	"CDS:Zm00001d028797_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"537"	"#11r"	"a31607_1"	"b34889_1"	0.1906	0.0163	69014802	69017388	"Sobic.001G405500.1.v3.1"	45728879	45726298	"CDS:Zm00001d028759_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"538"	"#11r"	"a31607_1"	"b34889_1"	0.1006	0.0243	68908851	68911251	"Sobic.001G404200.1.v3.1"	46197766	46196145	"CDS:Zm00001d028779_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"539"	"#11r"	"a31607_1"	"b34889_1"	0.0819	0.016	68872581	68875721	"Sobic.001G403400.1.v3.1"	46393292	46389754	"CDS:Zm00001d028787_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"540"	"#11r"	"a31607_1"	"b34889_1"	0.4134	0.0197	68842542	68843210	"Sobic.001G403300.1.v3.1"	46499395	46498733	"CDS:Zm00001d028793_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"541"	"#11r"	"a31607_1"	"b34889_1"	11.6473	18.8462	68812153	68810034	"Sobic.001G402701.1.v3.1"	46732004	46733203	"CDS:Zm00001d028799_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"542"	"#11r"	"a31607_1"	"b34889_1"	0.1048	0.0453	68894591	68890242	"Sobic.001G403800.2.v3.1"	46327873	46332934	"CDS:Zm00001d028783_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"543"	"#11r"	"a31607_1"	"b34889_1"	0.1561	0.0234	68717958	68712400	"Sobic.001G401700.1.v3.1"	47141929	47150827	"CDS:Zm00001d028810_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"544"	"#11r"	"a31607_1"	"b34889_1"	0.1942	0.0183	68886903	68883778	"Sobic.001G403700.2.v3.1"	46374472	46377220	"CDS:Zm00001d028784_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"545"	"#11r"	"a31607_1"	"b34889_1"	0.1758	0.0435	68963880	68966352	"Sobic.001G405000.1.v3.1"	46014432	46011776	"CDS:Zm00001d028770_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"546"	"#11r"	"a31607_1"	"b34889_1"	0.5754	0.0479	68640313	68639732	"Sobic.001G400900.1.v3.1"	47417404	47417985	"CDS:Zm00001d028814_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"547"	"#11r"	"a31607_1"	"b34889_1"	0.1107	0.0107	68598228	68579956	"Sobic.001G400500.1.v3.1"	47567064	47588795	"CDS:Zm00001d028818_T003"	0.1984	3.93849333333333	45	1529	"sub1"
"548"	"#11r"	"a31607_1"	"b34889_1"	0.1984	0.0076	68951024	68947910	"Sobic.001G404800.1.v3.1"	46156571	46169996	"CDS:Zm00001d028773_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"549"	"#11r"	"a31607_1"	"b34889_1"	0.151	0.0348	68822458	68821955	"Sobic.001G403000.1.v3.1"	46679328	46679813	"CDS:Zm00001d028798_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"550"	"#11r"	"a31607_1"	"b34889_1"	0.1563	0.1053	68792129	68797790	"Sobic.001G402400.1.v3.1"	46858356	46853099	"CDS:Zm00001d028803_T002"	0.1984	3.93849333333333	45	1529	"sub1"
"551"	"#11r"	"a31607_1"	"b34889_1"	0.1222	0.0643	69137167	69131150	"Sobic.001G407100.3.v3.1"	45270883	45281172	"CDS:Zm00001d028749_T002"	0.1984	3.93849333333333	45	1529	"sub1"
"552"	"#11r"	"a31607_1"	"b34889_1"	0.1747	0.0507	68698360	68691982	"Sobic.001G401400.1.v3.1"	47398685	47403565	"CDS:Zm00001d028813_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"553"	"#11r"	"a31607_1"	"b34889_1"	0.302	0.1337	68984077	68982466	"Sobic.001G405200.1.v3.1"	45979356	45980392	"CDS:Zm00001d028767_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"554"	"#11r"	"a31607_1"	"b34889_1"	0.1346	0.0581	69023333	69019755	"Sobic.001G405600.1.v3.1"	45718352	45723331	"CDS:Zm00001d028757_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"555"	"#11r"	"a31607_1"	"b34889_1"	0.1845	0.0316	68698706	68701327	"Sobic.001G401500.1.v3.1"	47217437	47213296	"CDS:Zm00001d028812_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"556"	"#11r"	"a31607_1"	"b34889_1"	0.2774	0.0193	68972795	68967946	"Sobic.001G405100.1.v3.1"	46007117	46010520	"CDS:Zm00001d028769_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"557"	"#11r"	"a31607_1"	"b34889_1"	0.1689	0.011	68879648	68878029	"Sobic.001G403500.1.v3.1"	46381507	46383724	"CDS:Zm00001d028786_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"558"	"#11r"	"a31607_1"	"b34889_1"	0.6101	0.1782	68736151	68737919	"Sobic.001G401900.2.v3.1"	47026431	47025643	"CDS:Zm00001d028808_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"559"	"#11r"	"a31607_1"	"b34889_1"	0.2061	0.0054	68708755	68710095	"Sobic.001G401600.1.v3.1"	47153994	47152651	"CDS:Zm00001d028811_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"560"	"#11r"	"a31607_1"	"b34889_1"	0.1641	0.0324	69005069	69001981	"Sobic.001G405400.1.v3.1"	45864805	45867774	"CDS:Zm00001d028761_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"561"	"#11r"	"a31607_1"	"b34889_1"	0.2785	0.0761	69044426	69042830	"Sobic.001G406000.1.v3.1"	45596914	45598386	"CDS:Zm00001d028754_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"562"	"#11r"	"a31607_1"	"b34889_1"	0.1275	0.0139	68804883	68806789	"Sobic.001G402600.2.v3.1"	46831917	46827481	"CDS:Zm00001d028802_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"563"	"#11r"	"a31607_1"	"b34889_1"	0.214	0.0217	69066057	69064526	"Sobic.001G406300.1.v3.1"	45537977	45539415	"CDS:Zm00001d028752_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"564"	"#11r"	"a31607_1"	"b34889_1"	0.0984	0.0323	68953569	68958988	"Sobic.001G404900.1.v3.1"	46023660	46017979	"CDS:Zm00001d028771_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"565"	"#11r"	"a31607_1"	"b34889_1"	0.2559	0.0335	69037981	69040474	"Sobic.001G405900.1.v3.1"	45604811	45602689	"CDS:Zm00001d028755_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"566"	"#11r"	"a31607_1"	"b34889_1"	0.1789	0.0196	69057509	69055224	"Sobic.001G406100.1.v3.1"	45572061	45574205	"CDS:Zm00001d028753_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"567"	"#11r"	"a31607_1"	"b34889_1"	0.5137	0.0182	69091157	69087674	"Sobic.001G406700.1.v3.1"	45509205	45511778	"CDS:Zm00001d028751_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"568"	"#11r"	"a31607_1"	"b34889_1"	0.4872	0.0212	68775685	68774580	"Sobic.001G402200.1.v3.1"	46955432	46956534	"CDS:Zm00001d028806_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"569"	"#11r"	"a31607_1"	"b34889_1"	65.5314	1.2678	68757513	68759055	"Sobic.001G402050.1.v3.1"	46964336	46964058	"CDS:Zm00001d028807_T002"	0.1984	3.93849333333333	45	1529	"sub1"
"570"	"#11r"	"a31607_1"	"b34889_1"	0.1376	0.0164	68785375	68790118	"Sobic.001G402300.1.v3.1"	46903322	46899029	"CDS:Zm00001d028804_T001"	0.1984	3.93849333333333	45	1529	"sub1"
"571"	"#11r"	"a31607_4"	"b34889_5"	0.1538	0.0227	16086052	16091219	"Sobic.004G128200.3.v3.1"	135071383	135066335	"CDS:Zm00001d015971_T004"	0.1739	0.32777037037037	27	1035	"sub1"
"572"	"#11r"	"a31607_4"	"b34889_5"	0.5252	0.0923	16065223	16061949	"Sobic.004G128000.1.v3.1"	135540458	135544565	"CDS:Zm00001d015973_T002"	0.1739	0.32777037037037	27	1035	"sub1"
"573"	"#11r"	"a31607_4"	"b34889_5"	2.2937	0.1929	15594679	15596052	"Sobic.004G127200.1.v3.1"	135999967	135998688	"CDS:Zm00001d015977_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"574"	"#11r"	"a31607_4"	"b34889_5"	0.1596	0.1051	13918781	13903409	"Sobic.004G123400.2.v3.1"	138562895	138590577	"CDS:Zm00001d016000_T003"	0.1739	0.32777037037037	27	1035	"sub1"
"575"	"#11r"	"a31607_4"	"b34889_5"	0.1484	0.0548	14912033	14905579	"Sobic.004G125900.1.v3.1"	136647377	136655276	"CDS:Zm00001d015984_T002"	0.1739	0.32777037037037	27	1035	"sub1"
"576"	"#11r"	"a31607_4"	"b34889_5"	0.3876	0.0143	13841179	13839319	"Sobic.004G123100.2.v3.1"	138746495	138744471	"CDS:Zm00001d016001_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"577"	"#11r"	"a31607_4"	"b34889_5"	0.4137	0.068	16570924	16576501	"Sobic.004G129900.1.v3.1"	134455409	134457656	"CDS:Zm00001d015963_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"578"	"#11r"	"a31607_4"	"b34889_5"	0.1142	0.0318	16051701	16055485	"Sobic.004G127900.1.v3.1"	135687414	135675750	"CDS:Zm00001d015974_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"579"	"#11r"	"a31607_4"	"b34889_5"	0.165	0.0115	14233428	14234948	"Sobic.004G124700.1.v3.1"	137085876	137084398	"CDS:Zm00001d015988_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"580"	"#11r"	"a31607_4"	"b34889_5"	0.2117	0.0508	14128334	14132379	"Sobic.004G124100.4.v3.1"	138120817	138127951	"CDS:Zm00001d015997_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"581"	"#11r"	"a31607_4"	"b34889_5"	0.1739	0.0462	14795870	14770937	"Sobic.004G125800.1.v3.1"	136805780	136822087	"CDS:Zm00001d015985_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"582"	"#11r"	"a31607_4"	"b34889_5"	0.0954	0.0281	13824861	13820967	"Sobic.004G122900.1.v3.1"	138881003	138885893	"CDS:Zm00001d016002_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"583"	"#11r"	"a31607_4"	"b34889_5"	0.9559	0.3431	14139733	14147532	"Sobic.004G124200.1.v3.1"	137823053	137788352	"CDS:Zm00001d015992_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"584"	"#11r"	"a31607_4"	"b34889_5"	0.1297	0.0803	13975700	13966130	"Sobic.004G123600.2.v3.1"	138468841	138483384	"CDS:Zm00001d015999_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"585"	"#11r"	"a31607_4"	"b34889_5"	0.215	0.0858	13782326	13775665	"Sobic.004G122600.1.v3.1"	139147938	139155543	"CDS:Zm00001d016008_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"586"	"#11r"	"a31607_4"	"b34889_5"	0.0945	0.0333	13818733	13815239	"Sobic.004G122800.1.v3.1"	138912239	138921170	"CDS:Zm00001d016006_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"587"	"#11r"	"a31607_4"	"b34889_5"	0.1134	0.0684	14168524	14162038	"Sobic.004G124300.1.v3.1"	137506655	137521767	"CDS:Zm00001d015990_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"588"	"#11r"	"a31607_4"	"b34889_5"	0.4084	0.0644	15711017	15709194	"Sobic.004G127600.1.v3.1"	135870101	135871964	"CDS:Zm00001d015975_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"589"	"#11r"	"a31607_4"	"b34889_5"	0.2811	0.1127	16511341	16512921	"Sobic.004G129600.1.v3.1"	134676923	134675256	"CDS:Zm00001d015965_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"590"	"#11r"	"a31607_4"	"b34889_5"	0.1494	0.0302	14769357	14756625	"Sobic.004G125700.2.v3.1"	136921917	136929794	"CDS:Zm00001d015986_T002"	0.1739	0.32777037037037	27	1035	"sub1"
"591"	"#11r"	"a31607_4"	"b34889_5"	0.131	0.014	17431993	17426538	"Sobic.004G130900.1.v3.1"	133821988	133825272	"CDS:Zm00001d015952_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"592"	"#11r"	"a31607_4"	"b34889_5"	0.1952	0.0429	17363661	17358847	"Sobic.004G130800.2.v3.1"	134163998	134172048	"CDS:Zm00001d015956_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"593"	"#11r"	"a31607_4"	"b34889_5"	0.1223	0.0256	16800935	16795827	"Sobic.004G130400.1.v3.1"	134444553	134453428	"CDS:Zm00001d015962_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"594"	"#11r"	"a31607_4"	"b34889_5"	0.2045	0.0217	16894900	16905406	"Sobic.004G130500.1.v3.1"	134290801	134288278	"CDS:Zm00001d015960_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"595"	"#11r"	"a31607_4"	"b34889_5"	0.2022	0.0692	18274133	18263241	"Sobic.004G131040.1.v3.1"	133578224	133565220	"CDS:Zm00001d015948_T002"	0.1739	0.32777037037037	27	1035	"sub1"
"596"	"#11r"	"a31607_4"	"b34889_5"	0.1611	0.0302	18314052	18312805	"Sobic.004G131100.1.v3.1"	133441549	133442802	"CDS:Zm00001d015945_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"597"	"#11r"	"a31607_4"	"b34889_5"	0.6439	0.1526	19443561	19443903	"Sobic.004G131400.1.v3.1"	132744675	132744345	"CDS:Zm00001d015936_T001"	0.1739	0.32777037037037	27	1035	"sub1"
"598"	"#11r"	"a31607_6"	"b34889_2"	0.2961	0.0231	49384010	49388451	"Sobic.006G129000.1.v3.1"	36511059	36506710	"CDS:Zm00001d003220_T001"	0.24325	8.77915625	32	535	"sub1"
"599"	"#11r"	"a31607_6"	"b34889_2"	71.7435	1.2427	49394562	49395552	"Sobic.006G129200.2.v3.1"	36350207	36349425	"CDS:Zm00001d003217_T001"	0.24325	8.77915625	32	535	"sub1"
"600"	"#11r"	"a31607_6"	"b34889_2"	0.0959	0.0156	49089871	49098582	"Sobic.006G125700.1.v3.1"	38121803	38105748	"CDS:Zm00001d003259_T004"	0.24325	8.77915625	32	535	"sub1"
"601"	"#11r"	"a31607_6"	"b34889_2"	0.2009	0.0624	49350711	49352545	"Sobic.006G128500.1.v3.1"	36782357	36780080	"CDS:Zm00001d003226_T001"	0.24325	8.77915625	32	535	"sub1"
"602"	"#11r"	"a31607_6"	"b34889_2"	0.1396	0.0309	49377355	49379994	"Sobic.006G128900.1.v3.1"	36694631	36697284	"CDS:Zm00001d003222_T002"	0.24325	8.77915625	32	535	"sub1"
"603"	"#11r"	"a31607_6"	"b34889_2"	0.1963	0.0783	49367692	49366940	"Sobic.006G128800.1.v3.1"	36704203	36704982	"CDS:Zm00001d003223_T001"	0.24325	8.77915625	32	535	"sub1"
"604"	"#11r"	"a31607_6"	"b34889_2"	0.1241	0.0229	49227577	49232338	"Sobic.006G127200.1.v3.1"	37637703	37617116	"CDS:Zm00001d003246_T001"	0.24325	8.77915625	32	535	"sub1"
"605"	"#11r"	"a31607_6"	"b34889_2"	66.3339	1.4628	49087983	49083962	"Sobic.006G125600.1.v3.1"	38191739	38191978	"Zm00001d003260_T001"	0.24325	8.77915625	32	535	"sub1"
"606"	"#11r"	"a31607_6"	"b34889_2"	0.126	0.0953	49082568	49075602	"Sobic.006G125500.1.v3.1"	38257954	38268572	"CDS:Zm00001d003261_T001"	0.24325	8.77915625	32	535	"sub1"
"607"	"#11r"	"a31607_6"	"b34889_2"	0.1337	0.032	49341318	49345438	"Sobic.006G128400.3.v3.1"	36790450	36786532	"CDS:Zm00001d003227_T002"	0.24325	8.77915625	32	535	"sub1"
"608"	"#11r"	"a31607_6"	"b34889_2"	0.1872	0.0609	49279135	49275808	"Sobic.006G127800.1.v3.1"	36851196	36864010	"CDS:Zm00001d003229_T002"	0.24325	8.77915625	32	535	"sub1"
"609"	"#11r"	"a31607_6"	"b34889_2"	4.6326	1.1271	49221110	49219043	"Sobic.006G127100.1.v3.1"	37816022	37818134	"CDS:Zm00001d003247_T003"	0.24325	8.77915625	32	535	"sub1"
"610"	"#11r"	"a31607_6"	"b34889_2"	0.2547	0.07	49254022	49250397	"Sobic.006G127500.1.v3.1"	37432531	37436477	"CDS:Zm00001d003242_T001"	0.24325	8.77915625	32	535	"sub1"
"611"	"#11r"	"a31607_6"	"b34889_2"	0.1028	0.0381	49415585	49421867	"Sobic.006G129700.1.v3.1"	36251481	36238864	"CDS:Zm00001d003214_T001"	0.24325	8.77915625	32	535	"sub1"
"612"	"#11r"	"a31607_6"	"b34889_2"	0.1802	0.0215	49071031	49074701	"Sobic.006G125400.1.v3.1"	38272413	38268932	"CDS:Zm00001d003262_T002"	0.24325	8.77915625	32	535	"sub1"
"613"	"#11r"	"a31607_6"	"b34889_2"	0.3185	0.0347	49446913	49449485	"Sobic.006G130000.1.v3.1"	36105481	36103392	"CDS:Zm00001d003212_T001"	0.24325	8.77915625	32	535	"sub1"
"614"	"#11r"	"a31607_6"	"b34889_2"	2.3071	0.472	49494498	49488141	"Sobic.006G130700.1.v3.1"	35998555	36000545	"CDS:Zm00001d003208_T001"	0.24325	8.77915625	32	535	"sub1"
"615"	"#11r"	"a31607_6"	"b34889_2"	0.5076	0.2107	49010996	49014585	"Sobic.006G124400.1.v3.1"	38352688	38348639	"CDS:Zm00001d003266_T002"	0.24325	8.77915625	32	535	"sub1"
"616"	"#11r"	"a31607_6"	"b34889_2"	62.6065	1.1545	49128844	49124743	"Sobic.006G125900.1.v3.1"	38098388	38091630	"CDS:Zm00001d003257_T002"	0.24325	8.77915625	32	535	"sub1"
"617"	"#11r"	"a31607_6"	"b34889_2"	1.2576	0.6053	49268787	49268194	"Sobic.006G127700.1.v3.1"	37323970	37323332	"CDS:Zm00001d003237_T001"	0.24325	8.77915625	32	535	"sub1"
"618"	"#11r"	"a31607_6"	"b34889_2"	0.3687	0.0276	49328911	49330442	"Sobic.006G128200.1.v3.1"	36829574	36828104	"CDS:Zm00001d003228_T001"	0.24325	8.77915625	32	535	"sub1"
"619"	"#11r"	"a31607_6"	"b34889_2"	0.1557	0.0329	49040807	49036690	"Sobic.006G124900.1.v3.1"	38343202	38347101	"CDS:Zm00001d003265_T001"	0.24325	8.77915625	32	535	"sub1"
"620"	"#11r"	"a31607_6"	"b34889_2"	0.1155	0.0127	49136299	49132410	"Sobic.006G126100.1.v3.1"	38087034	38090864	"CDS:Zm00001d003256_T001"	0.24325	8.77915625	32	535	"sub1"
"621"	"#11r"	"a31607_6"	"b34889_2"	0.9409	0.087	49056391	49057846	"Sobic.006G125200.1.v3.1"	38335322	38334114	"CDS:Zm00001d003264_T001"	0.24325	8.77915625	32	535	"sub1"
"622"	"#11r"	"a31607_6"	"b34889_2"	0.0909	0.0172	49164369	49169523	"Sobic.006G126300.1.v3.1"	37963812	37957040	"CDS:Zm00001d003252_T001"	0.24325	8.77915625	32	535	"sub1"
"623"	"#11r"	"a31607_6"	"b34889_2"	0.2419	0.1062	49213215	49217558	"Sobic.006G127000.1.v3.1"	37828524	37819025	"CDS:Zm00001d003248_T003"	0.24325	8.77915625	32	535	"sub1"
"624"	"#11r"	"a31607_6"	"b34889_2"	0.2509	0.0204	49433111	49441946	"Sobic.006G129800.1.v3.1"	36140238	36131572	"CDS:Zm00001d003213_T001"	0.24325	8.77915625	32	535	"sub1"
"625"	"#11r"	"a31607_6"	"b34889_2"	0.1761	0.0604	49177871	49175852	"Sobic.006G126500.1.v3.1"	37946845	37948864	"CDS:Zm00001d003250_T001"	0.24325	8.77915625	32	535	"sub1"
"626"	"#11r"	"a31607_6"	"b34889_2"	0.2132	0.0242	49244794	49246677	"Sobic.006G127400.1.v3.1"	37573253	37571373	"CDS:Zm00001d003245_T001"	0.24325	8.77915625	32	535	"sub1"
"627"	"#11r"	"a31607_6"	"b34889_2"	0.2446	0.0555	49170710	49173442	"Sobic.006G126400.1.v3.1"	37953463	37951124	"CDS:Zm00001d003251_T001"	0.24325	8.77915625	32	535	"sub1"
"628"	"#11r"	"a31607_6"	"b34889_2"	0.5284	0.3459	49151216	49155683	"Sobic.006G126200.1.v3.1"	38068883	38064068	"CDS:Zm00001d003254_T008"	0.24325	8.77915625	32	535	"sub1"
"629"	"#11r"	"a31607_6"	"b34889_2"	65.8614	1.3759	49189304	49187963	"Sobic.006G126700.1.v3.1"	37857259	37859424	"CDS:Zm00001d003249_T001"	0.24325	8.77915625	32	535	"sub1"
"630"	"#12f"	"a31607_1"	"b34889_5"	0.2553	0.0695	7671837	7671523	"Sobic.001G100600.1.v3.1"	8813381	8813067	"CDS:Zm00001d013333_T001"	0.2553	2.51054827586207	29	387	"sub2"
"631"	"#12f"	"a31607_1"	"b34889_5"	0.2924	0.0286	7667102	7666602	"Sobic.001G100400.1.v3.1"	8811320	8810817	"CDS:Zm00001d013332_T001"	0.2553	2.51054827586207	29	387	"sub2"
"632"	"#12f"	"a31607_1"	"b34889_5"	0.2773	0.0475	7857029	7855732	"Sobic.001G102600.1.v3.1"	8905854	8904177	"CDS:Zm00001d013340_T001"	0.2553	2.51054827586207	29	387	"sub2"
"633"	"#12f"	"a31607_1"	"b34889_5"	0.0981	0.0569	7659876	7655777	"Sobic.001G100100.1.v3.1"	8807988	8803525	"CDS:Zm00001d013331_T001"	0.2553	2.51054827586207	29	387	"sub2"
"634"	"#12f"	"a31607_1"	"b34889_5"	0.4786	0.2299	8072104	8068920	"Sobic.001G105500.1.v3.1"	9542091	9538499	"CDS:Zm00001d013360_T001"	0.2553	2.51054827586207	29	387	"sub2"
"635"	"#12f"	"a31607_1"	"b34889_5"	0.3895	0.0511	7634406	7636951	"Sobic.001G099800.1.v3.1"	8763063	8764743	"CDS:Zm00001d013329_T001"	0.2553	2.51054827586207	29	387	"sub2"
"636"	"#12f"	"a31607_1"	"b34889_5"	0.1621	0.0573	7726032	7730627	"Sobic.001G101100.1.v3.1"	8847699	8852990	"CDS:Zm00001d013334_T001"	0.2553	2.51054827586207	29	387	"sub2"
"637"	"#12f"	"a31607_1"	"b34889_5"	0.4301	0.013	7577203	7576259	"Sobic.001G098900.1.v3.1"	8681850	8682794	"CDS:Zm00001d013323_T001"	0.2553	2.51054827586207	29	387	"sub2"
"638"	"#12f"	"a31607_1"	"b34889_5"	0.1549	0.0783	8045405	8047093	"Sobic.001G105000.1.v3.1"	9462411	9464073	"CDS:Zm00001d013357_T002"	0.2553	2.51054827586207	29	387	"sub2"
"639"	"#12f"	"a31607_1"	"b34889_5"	0.1481	0.0306	7645838	7640900	"Sobic.001G099900.1.v3.1"	8782551	8778132	"CDS:Zm00001d013330_T001"	0.2553	2.51054827586207	29	387	"sub2"
"640"	"#12f"	"a31607_1"	"b34889_5"	0.2928	0.0692	8247755	8251901	"Sobic.001G106800.1.v3.1"	9736385	9740381	"CDS:Zm00001d013364_T003"	0.2553	2.51054827586207	29	387	"sub2"
